,matchid,team,opponent,result,sets won,sets lost,set1,set2,set3,set4,set5,attacks,blocks,serves,digs,receives,sets
302,13481,Cameroon,France,L,0,3,19,19,22,,,34,3,3,18,62,70
303,13482,Mexico,Bulgaria,W,3,2,20,25,25,23,18,56,8,10,47,85,110
304,13482,Bulgaria,Mexico,L,2,3,25,20,23,25,16,63,9,6,41,96,124
305,13483,Poland,USA,W,3,1,23,25,25,25,,55,6,6,39,66,100
306,13483,USA,Poland,L,1,3,25,21,19,21,,44,7,8,41,77,92
307,13484,Slovenia,Germany,W,3,0,25,25,25,,,41,9,4,25,43,65
308,13484,Germany,Slovenia,L,0,3,16,22,17,,,35,1,2,21,63,80
309,13485,Argentina,Egypt,W,3,2,27,26,24,25,15,74,7,7,29,91,125
310,13485,Egypt,Argentina,L,2,3,25,28,26,17,6,55,9,2,36,91,110
311,13486,Canada,TÃ¼rkiye,L,0,3,23,23,17,,,44,2,7,31,66,95
312,13486,TÃ¼rkiye,Canada,W,3,0,25,25,25,,,43,7,5,31,55,78
313,13487,Iran,Netherlands,L,1,3,22,25,20,18,,43,7,4,25,74,82
314,13487,Netherlands,Iran,W,3,1,25,21,25,25,,48,12,6,29,66,84
315,13488,Serbia,Tunisia,W,3,0,29,25,25,,,40,10,6,27,50,69
316,13488,Tunisia,Serbia,L,0,3,27,15,17,,,30,8,4,22,66,77
317,13489,Ukraine,Puerto Rico,W,3,1,24,25,25,25,,53,5,11,49,66,101
318,13489,Puerto Rico,Ukraine,L,1,3,26,19,16,19,,45,6,3,41,82,94
319,13490,Italy,China,W,3,0,25,25,25,,,43,7,4,34,33,57
320,13490,China,Italy,L,0,3,14,10,14,,,24,1,0,23,65,82
321,13491,Slovenia,Germany,W,3,1,25,25,21,25,,44,10,6,38,65,103
322,13491,Germany,Slovenia,L,1,3,18,19,25,22,,45,8,5,42,78,114
323,13492,Italy,Cuba,W,3,1,25,21,26,25,,39,12,2,36,67,90
324,13492,Cuba,Italy,L,1,3,21,25,24,18,,52,5,3,38,77,117
325,13493,USA,TÃ¼rkiye,W,3,2,25,25,22,19,15,60,7,3,43,81,127
326,13493,TÃ¼rkiye,USA,L,2,3,21,17,25,25,12,65,6,0,30,91,125
327,13494,Poland,Tunisia,W,3,0,25,25,25,,,42,5,9,21,46,75
328,13494,Tunisia,Poland,L,0,3,20,15,20,,,28,2,1,19,56,76
329,13495,Netherlands,Ukraine,L,0,3,16,19,18,,,33,1,2,16,62,71
330,13495,Ukraine,Netherlands,W,3,0,25,25,25,,,37,12,5,17,42,54
331,13496,France,Japan,W,3,2,25,21,26,22,18,64,11,5,34,88,120
332,13496,Japan,France,L,2,3,17,25,24,25,16,64,8,5,37,90,123
333,13497,Serbia,Argentina,L,0,3,23,21,23,,,41,7,3,19,59,82
334,13497,Argentina,Serbia,W,3,0,25,25,25,,,43,10,3,22,53,78
335,13498,Brazil,Iran,W,3,0,25,25,25,,,41,6,7,31,48,77
336,13498,Iran,Brazil,L,0,3,17,22,23,,,32,7,5,27,63,76
337,13499,Italy,France,W,3,2,24,25,23,25,15,47,10,6,39,78,107
338,13499,France,Italy,L,2,3,26,21,25,22,12,56,7,4,41,86,119
339,13500,Slovenia,Ukraine,W,3,1,18,26,25,25,,50,7,4,43,72,94
340,13500,Ukraine,Slovenia,L,1,3,25,24,19,23,,54,9,7,33,79,104
341,13501,Argentina,Brazil,L,1,3,16,25,22,21,,44,9,4,35,82,101
342,13501,Brazil,Argentina,W,3,1,25,23,25,25,,52,9,6,31,66,101
343,13502,Poland,USA,W,3,2,25,27,21,22,15,67,9,8,33,90,126
344,13502,USA,Poland,L,2,3,20,25,25,25,12,63,4,6,38,82,120
345,13503,Poland,Brazil,W,3,2,23,25,25,21,15,66,10,3,53,82,123
346,13503,Brazil,Poland,L,2,3,25,18,20,25,12,55,8,3,48,89,131
347,13504,Italy,Slovenia,W,3,0,25,25,25,,,41,8,2,26,56,79
348,13504,Slovenia,Italy,L,0,3,21,22,21,,,36,9,2,36,63,94
349,13505,Brazil,Slovenia,W,3,1,25,25,22,25,,50,13,8,50,65,107
350,13505,Slovenia,Brazil,L,1,3,18,18,25,18,,45,4,5,46,88,130
351,13506,Poland,Italy,L,1,3,25,21,18,20,,49,5,5,55,78,127
352,13506,Italy,Poland,W,3,1,22,25,25,25,,50,9,4,49,70,113
353,13650,China,Iran,L,1,3,15,25,22,15,,44,6,5,30,78,59
354,13650,Iran,China,W,3,1,25,19,25,25,,48,7,14,39,65,63
355,13651,Slovenia,USA,L,0,3,19,19,14,,,27,4,3,37,61,45
356,13651,USA,Slovenia,W,3,0,25,25,25,,,36,14,7,38,41,40
357,13652,Bulgaria,Serbia,L,1,3,25,19,22,20,,52,15,3,56,85,98
358,13652,Serbia,Bulgaria,W,3,1,19,25,25,25,,54,4,8,76,74,105
359,13653,Canada,Germany,L,0,3,19,20,28,,,37,4,4,42,62,77
360,13653,Germany,Canada,W,3,0,25,25,30,,,43,6,8,42,58,85
361,13654,Japan,Netherlands,W,3,1,22,26,25,25,,54,10,6,57,73,108
362,13654,Netherlands,Japan,L,1,3,25,24,22,17,,48,9,3,45,82,102
363,13655,Brazil,Australia,W,3,0,25,25,25,,,29,11,5,50,36,74
364,13655,Australia,Brazil,L,0,3,14,18,21,,,35,5,1,49,66,87
365,13656,Poland,Argentina,W,3,0,25,25,25,,,45,7,3,52,52,85
366,13656,Argentina,Poland,L,0,3,21,22,23,,,31,6,3,51,57,83
367,13657,France,Italy,W,3,0,25,26,25,,,37,6,4,59,49,83
368,13657,Italy,France,L,0,3,22,24,19,,,34,6,2,60,60,95
369,13658,Japan,China,W,3,1,21,25,25,25,,56,4,8,48,64,95
370,13658,China,Japan,L,1,3,25,19,19,18,,37,10,0,28,69,78
371,13659,Netherlands,USA,L,0,3,12,18,16,,,26,5,0,29,65,75
372,13659,USA,Netherlands,W,3,0,25,25,25,,,42,8,5,40,38,65
373,13660,Brazil,Slovenia,W,3,1,25,21,25,25,,47,11,8,48,60,83
374,13660,Slovenia,Brazil,L,1,3,21,25,20,16,,52,6,6,48,81,102
375,13661,Germany,Argentina,L,1,3,25,22,17,20,,48,6,9,52,80,101
376,13661,Argentina,Germany,W,3,1,18,25,25,25,,47,10,6,58,67,94
377,13662,Serbia,France,L,1,3,25,22,23,23,,57,6,3,77,76,111
378,13662,France,Serbia,W,3,1,21,25,25,25,,51,10,10,64,77,108
379,13663,Poland,Italy,L,1,3,25,23,20,20,,47,6,4,51,73,95
380,13663,Italy,Poland,W,3,1,21,25,25,25,,48,5,5,58,66,94
381,13664,Netherlands,Iran,W,3,0,26,25,25,,,48,8,2,40,57,77
382,13664,Iran,Netherlands,L,0,3,24,21,21,,,36,1,7,35,58,75
383,13665,Japan,USA,L,2,3,25,15,21,28,,60,3,1,85,83,140
384,13665,USA,Japan,W,3,2,17,25,25,26,5,64,10,4,72,82,128
385,13666,Australia,Slovenia,L,0,3,22,20,21,,,36,3,2,41,58,78
386,13666,Slovenia,Australia,W,3,0,25,25,25,,,43,7,3,34,51,66
387,13667,Serbia,Argentina,W,3,2,25,25,17,12,15,47,11,6,54,72,94
388,13667,Argentina,Serbia,L,2,3,16,18,25,25,6,55,10,8,55,85,109
389,13668,Bulgaria,Germany,L,2,3,20,25,16,25,10,58,10,2,47,91,107
390,13668,Germany,Bulgaria,W,3,2,25,22,25,20,15,61,13,5,63,78,111
391,13669,France,Canada,W,3,0,25,25,25,,,36,8,6,46,48,73
392,13669,Canada,France,L,0,3,16,23,21,,,28,7,5,41,57,69
393,13670,USA,Brazil,W,3,1,21,27,25,25,,55,8,5,58,69,107
394,13670,Brazil,USA,L,1,3,25,25,20,20,,56,8,3,50,81,104
395,13671,Slovenia,China,W,3,1,25,25,18,27,,56,9,2,51,75,107
396,13671,China,Slovenia,L,1,3,15,20,25,25,,47,9,3,36,79,97
397,13672,Iran,Australia,W,3,1,25,25,18,25,,48,12,5,51,62,92
398,13672,Australia,Iran,L,1,3,14,22,25,15,,40,9,2,48,76,102
399,13673,Germany,Serbia,W,3,2,27,25,18,28,18,60,16,9,81,102,141
400,13673,Serbia,Germany,L,2,3,25,27,25,26,16,71,9,10,80,96,138
401,13674,Bulgaria,Poland,L,0,3,19,19,23,,,36,8,2,43,64,84
402,13674,Poland,Bulgaria,W,3,0,25,25,25,,,44,4,6,53,49,82
403,13675,Canada,Italy,L,0,3,21,18,19,,,27,9,0,30,61,82
404,13675,Italy,Canada,W,3,0,25,25,25,,,47,7,3,34,52,77
405,13676,Brazil,China,L,0,3,23,29,23,,,47,6,4,38,68,87
406,13676,China,Brazil,W,3,0,25,31,25,,,43,9,4,28,64,77
407,13677,Iran,Japan,L,0,3,20,14,19,,,27,3,4,32,62,72
408,13677,Japan,Iran,W,3,0,25,25,25,,,39,6,10,41,41,69
409,13678,Netherlands,Australia,W,3,0,25,25,25,,,37,6,9,30,45,66
410,13678,Australia,Netherlands,L,0,3,20,15,23,,,34,4,1,30,57,62
411,13679,France,Poland,L,1,3,25,22,21,22,,50,6,9,61,81,103
412,13679,Poland,France,W,3,1,21,25,25,25,,47,10,7,63,70,96
413,13680,Argentina,Italy,L,1,3,20,21,25,28,,51,9,2,81,73,113
414,13680,Italy,Argentina,W,3,1,25,25,16,30,,48,13,7,73,74,112
415,13681,Bulgaria,Canada,L,2,3,18,18,26,25,11,52,9,7,53,89,112
416,13681,Canada,Bulgaria,W,3,2,25,25,24,21,15,66,14,7,60,85,116
417,13682,Slovenia,Netherlands,L,0,3,17,21,24,,,35,8,2,44,64,81
418,13682,Netherlands,Slovenia,W,3,0,25,25,26,,,38,5,9,44,47,74
419,13683,Argentina,Japan,L,1,3,25,18,25,16,,49,5,1,46,73,89
420,13683,Japan,Argentina,W,3,1,27,25,17,25,,56,6,9,61,67,106
421,13684,Australia,Canada,L,1,3,25,26,19,22,,54,7,8,44,78,108
422,13684,Canada,Australia,W,3,1,18,28,25,25,,53,7,7,22,77,104
423,13685,Iran,Bulgaria,L,0,3,19,23,24,,,39,5,1,17,64,76
424,13685,Bulgaria,Iran,W,3,0,25,25,26,,,44,8,6,19,57,77
425,13687,Germany,Italy,L,0,3,16,21,22,,,33,4,3,33,61,75
426,13687,Italy,Germany,W,3,0,25,25,25,,,35,12,4,38,43,59
427,13688,Brazil,Poland,L,1,3,16,25,16,22,,48,5,1,42,80,111
428,13688,Poland,Brazil,W,3,1,25,22,25,25,,48,7,13,34,63,99
429,13689,Serbia,USA,L,1,3,24,25,23,20,,57,3,6,29,81,97
430,13689,USA,Serbia,W,3,1,26,23,25,25,,56,7,5,30,71,92
431,13690,France,Netherlands,W,3,0,25,25,25,,,41,12,4,29,40,59
432,13690,Netherlands,France,L,0,3,14,23,13,,,30,1,5,34,61,76
433,13692,Argentina,Slovenia,L,1,3,20,29,18,17,,47,10,4,66,86,119
434,13692,Slovenia,Argentina,W,3,1,25,27,25,25,,50,8,6,68,65,111
435,13693,Poland,Canada,W,3,0,25,25,25,,,43,5,4,21,37,63
436,13693,Canada,Poland,L,0,3,16,18,16,,,28,2,3,14,60,70
437,13694,Serbia,Brazil,L,0,3,18,24,17,,,33,3,3,23,62,80
438,13694,Brazil,Serbia,W,3,0,25,26,25,,,36,7,8,25,46,75
439,13695,USA,Iran,L,0,3,18,27,25,,,42,4,3,20,66,89
440,13695,Iran,USA,W,3,0,25,29,27,,,46,6,5,16,60,74
441,13696,Germany,Netherlands,L,1,3,25,29,23,16,,55,9,1,86,81,133
442,13696,Netherlands,Germany,W,3,1,22,31,25,25,,57,15,6,78,74,125
443,13697,Argentina,China,W,3,1,25,22,25,25,,61,6,3,58,74,101
444,13697,China,Argentina,L,1,3,22,25,22,22,,54,6,2,52,75,102
445,13698,Japan,Italy,W,3,2,25,21,24,25,15,64,2,14,71,81,127
446,13698,Italy,Japan,L,2,3,20,25,26,19,13,63,14,3,47,96,104
447,13699,Serbia,Canada,W,3,2,20,19,25,26,15,58,6,3,38,80,100
448,13699,Canada,Serbia,L,2,3,25,25,20,24,11,54,9,8,19,83,100
449,13700,Iran,Brazil,L,0,3,28,23,19,,,35,5,4,13,60,66
450,13700,Brazil,Iran,W,3,0,30,25,25,,,50,7,5,22,59,83
451,13701,Australia,Bulgaria,W,3,2,21,25,25,20,17,61,8,7,42,86,122
452,13701,Bulgaria,Australia,L,2,3,25,13,22,25,15,53,17,7,32,94,118
453,13702,Argentina,Netherlands,L,2,3,25,23,25,19,13,62,11,4,65,85,107
454,13702,Netherlands,Argentina,W,3,2,22,25,20,25,15,66,8,8,67,88,127
455,13703,Japan,France,L,0,3,22,25,16,,,40,2,1,60,62,95
456,13703,France,Japan,W,3,0,25,27,25,,,39,8,5,54,48,86
457,13704,Italy,Slovenia,W,3,0,25,25,25,,,49,5,6,46,48,88
458,13704,Slovenia,Italy,L,0,3,19,16,21,,,33,4,0,46,60,73
459,13705,Canada,Iran,L,0,3,21,25,18,,,40,3,4,28,62,80
460,13705,Iran,Canada,W,3,0,25,27,25,,,40,4,4,23,44,63
461,13706,Poland,Australia,W,3,0,25,25,25,,,45,5,4,26,44,76
462,13706,Australia,Poland,L,0,3,17,19,14,,,27,4,1,21,65,81
463,13707,USA,Bulgaria,W,3,1,25,20,26,25,,55,7,8,44,69,90
464,13707,Bulgaria,USA,L,1,3,12,25,24,23,,47,5,6,22,77,101
465,13708,Germany,France,L,1,3,16,19,25,21,,32,7,4,32,64,79
466,13708,France,Germany,W,3,1,25,25,19,25,,48,10,8,45,57,86
467,13709,Japan,Slovenia,W,3,1,25,22,25,25,,55,6,5,56,65,102
468,13709,Slovenia,Japan,L,1,3,21,25,18,19,,52,9,2,54,79,103
469,13710,Italy,China,W,3,0,25,25,25,,,45,11,7,38,52,74
470,13710,China,Italy,L,0,3,21,18,19,,,31,4,3,39,59,80
471,13711,Serbia,Australia,W,3,0,25,25,25,,,51,5,2,28,48,75
472,13711,Australia,Serbia,L,0,3,17,20,22,,,37,6,1,12,63,62
473,13712,USA,Poland,L,1,3,25,23,24,22,,49,5,8,27,79,96
474,13712,Poland,USA,W,3,1,21,25,26,25,,57,7,4,38,78,103
475,13713,Bulgaria,Brazil,L,0,3,21,19,22,,,38,8,3,17,62,75
476,13713,Brazil,Bulgaria,W,3,0,25,25,25,,,44,9,4,26,52,66
477,13714,USA,Germany,W,3,1,25,25,22,25,,59,4,7,55,67,106
478,13714,Germany,USA,L,1,3,21,19,25,18,,47,3,2,68,78,125
479,13715,Canada,Argentina,L,1,3,21,25,21,23,,53,4,3,60,77,107
480,13715,Argentina,Canada,W,3,1,25,23,25,25,,50,7,4,49,70,109
481,13716,Bulgaria,Italy,L,0,3,15,20,23,,,37,2,2,12,65,84
482,13716,Italy,Bulgaria,W,3,0,25,25,25,,,37,11,6,20,48,68
483,13717,Iran,Poland,W,3,2,21,25,25,25,15,56,5,9,37,79,106
484,13717,Poland,Iran,L,2,3,25,23,22,27,7,60,12,10,36,95,108
485,13718,Brazil,Germany,W,3,1,25,25,25,25,,63,6,6,60,69,106
486,13718,Germany,Brazil,L,1,3,27,17,20,19,,51,6,3,57,85,118
487,13719,Japan,Australia,W,3,1,25,25,23,25,,61,6,13,51,67,96
488,13719,Australia,Japan,L,1,3,18,15,25,19,,51,4,1,41,81,84
489,13720,Netherlands,China,W,3,0,29,25,25,,,43,13,10,18,49,71
490,13720,China,Netherlands,L,0,3,27,12,13,,,33,6,0,24,66,67
491,13721,Slovenia,Serbia,W,3,0,25,25,25,,,36,6,4,14,43,63
492,13721,Serbia,Slovenia,L,0,3,15,19,23,,,36,3,2,18,62,85
493,13722,France,USA,L,2,3,25,22,25,14,8,53,5,7,86,82,132
494,13722,USA,France,W,3,2,15,25,22,25,15,46,9,6,61,68,104
495,13723,Germany,Australia,W,3,1,20,25,25,26,,52,8,5,48,66,96
496,13723,Australia,Germany,L,1,3,25,16,21,24,,48,5,4,50,77,88
497,13724,Canada,Brazil,L,0,3,18,19,16,,,36,1,5,46,67,91
498,13724,Brazil,Canada,W,3,0,25,25,25,,,43,5,4,49,45,73
499,13725,Italy,Iran,W,3,1,25,25,25,25,,55,10,8,33,73,104
500,13725,Iran,Italy,L,1,3,16,27,23,23,,49,7,8,32,83,114
501,13726,Bulgaria,Slovenia,L,1,3,22,25,18,16,,45,9,4,13,83,99
502,13726,Slovenia,Bulgaria,W,3,1,25,22,25,25,,53,10,3,27,64,94
503,13727,Poland,China,W,3,0,26,25,25,,,40,4,12,13,43,60
504,13727,China,Poland,L,0,3,24,16,18,,,34,8,2,13,65,59
505,13728,Argentina,Australia,W,3,1,21,25,25,25,,54,12,8,62,68,100
506,13728,Australia,Argentina,L,1,3,25,23,19,15,,46,7,3,46,81,91
507,13729,France,Brazil,W,3,0,25,25,25,,,49,6,11,41,60,86
508,13729,Brazil,France,L,0,3,21,22,21,,,31,2,5,41,52,73
509,13730,Japan,Canada,W,3,1,25,25,22,25,,54,5,7,71,65,100
510,13730,Canada,Japan,L,1,3,20,16,25,20,,50,4,8,61,81,105
511,13731,Bulgaria,Netherlands,W,3,1,22,25,25,25,,53,12,5,21,73,104
512,13731,Netherlands,Bulgaria,L,1,3,25,16,21,21,,48,3,6,29,84,115
513,13732,Slovenia,Iran,L,0,3,24,14,21,,,27,5,4,15,57,64
514,13732,Iran,Slovenia,W,3,0,26,25,25,,,37,6,6,20,47,68
515,13733,Italy,Serbia,W,3,0,25,25,25,,,36,14,6,18,51,73
516,13733,Serbia,Italy,L,0,3,21,14,23,,,34,3,2,16,64,94
517,13734,France,Argentina,L,1,3,22,25,23,19,,47,4,3,75,72,108
518,13734,Argentina,France,W,3,1,25,23,25,25,,62,4,5,73,68,115
519,13735,Canada,USA,L,0,3,19,15,19,,,34,1,2,49,61,82
520,13735,USA,Canada,W,3,0,25,25,25,,,47,5,5,47,45,72
521,13736,Germany,Japan,L,1,3,25,22,20,20,,47,8,2,56,77,101
522,13736,Japan,Germany,W,3,1,23,25,25,25,,52,10,4,53,64,92
523,13737,China,Bulgaria,W,3,1,26,25,25,25,,62,8,7,22,79,91
524,13737,Bulgaria,China,L,1,3,28,23,23,17,,55,7,3,22,84,94
525,13738,Iran,Serbia,W,3,0,35,25,25,,,48,14,7,25,58,83
526,13738,Serbia,Iran,L,0,3,33,21,12,,,40,6,1,19,72,87
527,13739,Poland,Netherlands,W,3,0,25,25,25,,,41,7,4,24,49,60
528,13739,Netherlands,Poland,L,0,3,19,23,22,,,37,4,6,19,63,76
529,13740,USA,Argentina,W,3,2,29,22,20,25,17,65,13,3,66,81,115
530,13740,Argentina,USA,L,2,3,27,25,25,13,15,66,7,2,66,92,130
531,13741,Australia,France,L,0,3,16,12,26,,,23,3,2,39,55,68
532,13741,France,Australia,W,3,0,25,25,28,,,43,8,6,36,43,66
533,13742,Brazil,Japan,W,3,0,25,25,25,,,42,7,4,39,56,76
534,13742,Japan,Brazil,L,0,3,23,23,22,,,40,3,3,52,60,81
535,13743,China,Serbia,L,1,3,17,17,25,22,,48,7,2,22,86,99
536,13743,Serbia,China,W,3,1,25,25,23,25,,44,8,6,31,61,92
537,13744,Italy,Netherlands,W,3,0,25,26,25,,,44,6,4,18,49,74
538,13744,Netherlands,Italy,L,0,3,23,24,21,,,36,5,5,18,62,72
539,13745,Poland,Slovenia,W,3,1,25,25,23,25,,47,13,9,28,58,88
540,13745,Slovenia,Poland,L,1,3,14,23,25,17,,41,6,7,22,78,98
541,13746,USA,Brazil,W,3,1,20,25,25,25,,56,7,4,61,69,104
542,13746,Brazil,USA,L,1,3,25,22,23,17,,61,3,2,61,81,119
543,13747,Italy,Netherlands,W,3,1,21,25,25,25,,47,12,7,51,63,95
544,13747,Netherlands,Italy,L,1,3,25,22,13,22,,52,4,6,53,88,122
545,13748,France,Japan,W,3,0,26,25,25,,,41,8,3,33,47,65
546,13748,Japan,France,L,0,3,24,16,20,,,30,3,4,39,54,73
547,13749,Poland,Iran,W,3,2,25,24,25,16,15,50,10,6,60,78,106
548,13749,Iran,Poland,L,2,3,21,26,18,25,7,55,7,6,61,81,122
549,13750,Poland,USA,L,0,3,22,23,13,,,34,2,4,31,63,77
550,13750,USA,Poland,W,3,0,25,25,25,,,38,6,9,35,43,63
551,13751,Italy,France,L,0,3,22,20,15,,,32,3,2,39,57,73
552,13751,France,Italy,W,3,0,25,25,25,,,46,4,11,44,50,71
553,13752,Italy,Poland,L,0,3,16,23,20,,,33,2,1,52,57,88
554,13752,Poland,Italy,W,3,0,25,25,25,,,37,3,10,41,48,77
555,13753,France,USA,W,3,2,25,25,15,21,15,59,6,6,48,82,108
556,13753,USA,France,L,2,3,16,19,25,25,10,60,7,1,54,80,106
557,16128,Bulgaria,China,L,2,3,20,25,21,25,,52,10,4,39,83,106
558,16128,China,Bulgaria,W,3,2,25,21,25,20,5,56,12,8,32,84,98
559,16129,Japan,Iran,W,3,0,25,25,25,,,47,4,4,48,45,83
560,16129,Iran,Japan,L,0,3,16,22,19,,,29,6,3,26,61,78
561,16130,Italy,Argentina,L,0,3,22,23,18,,,37,2,2,51,56,87
562,16130,Argentina,Italy,W,3,0,25,25,25,,,40,8,4,34,51,72
563,16131,Canada,Cuba,W,3,2,25,26,25,22,15,58,17,3,109,85,135
564,16131,Cuba,Canada,L,2,3,21,28,21,25,13,75,6,3,89,95,146
565,16132,Slovenia,Serbia,W,3,1,31,19,25,25,,68,7,2,50,84,124
566,16132,Serbia,Slovenia,L,1,3,29,25,20,21,,56,9,1,49,82,118
567,16133,Poland,France,W,3,1,25,18,35,25,,53,13,8,34,76,95
568,16133,France,Poland,L,1,3,23,25,33,15,,51,7,3,32,83,96
569,16134,USA,Netherlands,W,3,0,25,25,25,,,41,8,6,41,52,77
570,16134,Netherlands,USA,L,0,3,19,23,21,,,36,2,3,44,59,81
571,16135,Brazil,Germany,W,3,1,26,25,19,25,,50,10,5,69,61,93
572,16135,Germany,Brazil,L,1,3,24,16,25,15,,56,4,4,71,85,117
573,16136,Slovenia,Bulgaria,L,0,3,24,23,17,,,38,3,3,31,62,79
574,16136,Bulgaria,Slovenia,W,3,0,26,25,25,,,42,7,4,31,55,78
575,16137,Serbia,China,W,3,0,34,25,25,,,41,9,8,42,58,85
576,16137,China,Serbia,L,0,3,32,16,20,,,45,6,1,34,75,93
577,16138,Poland,Iran,W,3,2,23,23,25,25,15,66,11,6,55,79,114
578,16138,Iran,Poland,L,2,3,25,25,21,15,13,59,10,3,42,95,117
579,16139,Netherlands,Cuba,W,3,0,28,25,25,,,42,6,1,43,52,78
580,16139,Cuba,Netherlands,L,0,3,26,23,18,,,34,5,3,46,59,81
581,16140,Italy,USA,L,0,3,15,18,19,,,30,1,4,41,62,82
582,16140,USA,Italy,W,3,0,25,25,25,,,35,7,10,44,40,63
583,16141,Argentina,Brazil,L,2,3,25,19,25,23,13,60,10,4,91,91,132
584,16141,Brazil,Argentina,W,3,2,19,25,23,25,15,68,8,7,89,87,133
585,16142,China,France,L,1,3,20,25,16,17,,42,6,1,49,77,97
586,16142,France,China,W,3,1,25,23,25,25,,57,5,9,64,65,110
587,16143,Poland,Bulgaria,W,3,2,25,25,22,25,15,57,7,9,57,73,112
588,16143,Bulgaria,Poland,L,2,3,27,19,25,22,11,60,6,3,53,89,122
589,16144,Japan,Serbia,W,3,1,22,25,25,25,,62,3,6,46,68,97
590,16144,Serbia,Japan,L,1,3,25,21,23,20,,51,8,2,33,78,98
591,16145,Netherlands,Germany,W,3,0,25,33,25,,,36,12,8,42,55,75
592,16145,Germany,Netherlands,L,0,3,20,31,21,,,39,8,0,47,67,88
593,16146,Italy,Cuba,W,3,1,25,25,20,25,,52,8,5,46,63,92
594,16146,Cuba,Italy,L,1,3,20,19,25,18,,41,9,3,35,72,95
595,16147,Canada,Argentina,L,1,3,21,25,21,16,,53,4,3,76,80,129
596,16147,Argentina,Canada,W,3,1,25,21,25,25,,55,10,3,83,73,122
597,16148,France,Slovenia,L,1,3,23,18,25,22,,46,7,3,55,71,108
598,16148,Slovenia,France,W,3,1,25,25,21,25,,46,12,3,48,66,105
599,16149,Iran,China,W,3,1,23,25,25,25,,61,10,9,45,63,92
600,16149,China,Iran,L,1,3,25,15,20,14,,41,12,5,29,86,85
601,16150,Japan,Bulgaria,W,3,0,25,25,26,,,48,5,3,41,55,79
602,16150,Bulgaria,Japan,L,0,3,22,21,24,,,34,6,5,34,58,78
603,16151,Germany,Italy,L,1,3,23,18,27,19,,45,10,5,63,78,95
